Materials science,Environmental science,1
Computer science,Computer science,16
Computer science,Mathematics,2
Computer science,Geography,1
Computer science,Environmental science,13
Computer science,Biology,10
Computer science,Business,1
Computer science,Chemistry,1
Computer science,Materials science,1
Business,Economics,1
Business,Business,30
Business,Political science,3
Business,Sociology,1
Business,Geography,6
Business,Economic geography,1
Business,null,1
Business,Computer science,1
Physics,Physics,88
Physics,COSMIC cancer database,1
Chemistry,Chemistry,32
Chemistry,Computer science,161
Chemistry,Business,2
Chemistry,Biology,16
Chemistry,Art,1
Chemistry,Medicine,5
Chemistry,Mathematics,2
Chemistry,Engineering,1
Chemistry,null,1
Environmental science,Business,12
Environmental science,Environmental science,9
Environmental science,Political science,8
Environmental science,Economics,9
Environmental science,Astrobiology,2
Environmental science,Geography,3
Environmental science,Psychology,2
Environmental science,Philosophy,1
Environmental science,Computer science,4
Environmental science,Engineering,1
Environmental science,Materials science,1
Environmental science,Sociology,2
Business,Computer science,6
Business,Business,9
Business,Economics,1
Business,Mathematics,1
Computer science,Computer science,23
Computer science,null,1
Biology,Biology,64
Biology,Chemistry,5
Biology,null,1
Biology,Computer science,3
Biology,Medicine,1
Biology,Chitin,1
Biology,Geography,1
Biology,Computer science,3
Biology,Biology,30
Biology,Chemistry,13
Biology,Ecology,1
Biology,Business,1
Computer science,Computer science,7
Computer science,Materials science,4
Chemistry,Chemistry,45
Chemistry,Materials science,2
Chemistry,Biochemical engineering,1
Materials science,Materials science,38
Materials science,Computer science,5
Materials science,Chemistry,4
Materials science,Physics,2
Materials science,Biology,1
Chemistry,Chemistry,25
Chemistry,Computer science,23
Chemistry,Biology,11
Chemistry,Business,1
Chemistry,Economics,1
Computer science,Business,5
Computer science,Computer science,21
Computer science,Medicine,2
Environmental science,Environmental science,5
Environmental science,Business,6
Environmental science,Computer science,7
Environmental science,Business,1
Environmental science,Environmental science,10
Environmental science,Computer science,4
Environmental science,Physics,1
Biology,Biology,37
Biology,Chemistry,11
Biology,Computer science,4
Biology,Medicine,1
Computer science,Geology,4
Computer science,Computer science,14
Computer science,Environmental science,20
Computer science,Materials science,1
Computer science,Physics,9
Computer science,Engineering,3
Computer science,Acoustics,1
Computer science,Marine engineering,1
Computer science,Computer science,52
Computer science,Chemistry,5
Computer science,Medicine,1
Computer science,Business,1
Computer science,Chemistry,11
Computer science,Mathematics,3
Computer science,Computer science,45
Computer science,Business,1
Computer science,Environmental science,5
Computer science,Materials science,1
Computer science,Engineering,1
Mathematics,Mathematics,2
Mathematics,Geology,6
Mathematics,Computer science,11
Mathematics,Environmental science,2
Mathematics,Materials science,2
Materials science,Materials science,57
Materials science,Physics,3
Materials science,Chemistry,3
Chemistry,Biology,58
Chemistry,Chemistry,8
Chemistry,Environmental science,2
Chemistry,Computer science,5
Biology,Biology,40
Biology,Computer science,7
Biology,Chemistry,17
Biology,Materials science,1
Biology,Mathematics,1
Biology,Medicine,1
Physics,Physics,32
Physics,Computer science,2
Physics,Materials science,32
Physics,Lasing threshold,1
Environmental science,Geology,4
Environmental science,Mathematics,1
Environmental science,Engineering,1
Environmental science,Marine engineering,1
Environmental science,Computer science,2
Environmental science,Physics,2
Environmental science,Materials science,2
Materials science,Materials science,29
Materials science,Chemistry,8
Materials science,Computer science,3
Materials science,Physics,3
Materials science,Physics,13
Materials science,Materials science,21
Materials science,Computer science,4
Materials science,Chemistry,2
Biology,Biology,48
Biology,Computer science,1
Biology,Chemistry,2
Biology,Physics,1
Biology,Business,1
Biology,Biology,106
Biology,Chemistry,3
Biology,Computer science,2
Biology,Ecology,1
Biology,Medicine,1
Chemistry,Biology,5
Chemistry,Chemistry,4
Chemistry,Computer science,10
Chemistry,Mathematics,1
Mathematics,Mathematics,13
Mathematics,Computer science,2
Materials science,Medicine,23
Materials science,Computer science,8
Materials science,Materials science,7
Materials science,Mathematics,1
Materials science,null,1
Psychology,Computer science,4
Psychology,Business,11
Psychology,Political science,6
Psychology,Psychology,7
Psychology,Medicine,10
Psychology,Sociology,3
Psychology,Geography,1
Chemistry,Chemistry,33
Chemistry,Materials science,7
Chemistry,Computer science,3
Chemistry,Environmental science,1
Computer science,Computer science,6
Computer science,Physics,4
Computer science,Environmental science,2
Computer science,Materials science,1
Computer science,Geology,4
Computer science,Computer science,40
Computer science,Business,1
Computer science,Engineering,1
Mathematics,Mathematics,27
Mathematics,Computer science,7
Mathematics,Physics,2
Mathematics,Materials science,2
Mathematics,Biology,2
Mathematics,Chemistry,1
Mathematics,Philosophy,1
Mathematics,Center (category theory),1
Computer science,Computer science,17
Computer science,Environmental science,4
Computer science,Mathematics,1
Materials science,Materials science,68
Materials science,Environmental science,1
Materials science,Engineering,1
Materials science,Mathematics,1
Materials science,Chemistry,1
Business,Computer science,18
Business,Mathematics,4
Business,Business,3
Chemistry,Chemistry,23
Chemistry,Geology,1
Materials science,Materials science,51
Materials science,Chemistry,5
Materials science,Computer science,1
Computer science,Computer science,19
Computer science,Business,5
Computer science,Computer science,29
Computer science,Environmental science,2
Computer science,Business,3
Computer science,Materials science,2
Computer science,Engineering,1
Computer science,Computer science,17
Computer science,Environmental science,6
Computer science,Business,8
Computer science,Environmental science,8
Computer science,Computer science,11
Computer science,Mathematics,3
Computer science,Biology,29
Computer science,Geography,13
Computer science,Art,1
Computer science,Psychology,1
Computer science,Computer science,39
Computer science,Biology,1
Computer science,null,1
Computer science,Materials science,6
Computer science,Mathematics,4
Computer science,Computer science,39
Computer science,Environmental science,1
Materials science,Computer science,1
Materials science,Materials science,30
Materials science,Chemistry,30
Materials science,Medicine,5
Materials science,Biology,2
Chemistry,Biology,25
Chemistry,Chemistry,23
Chemistry,Business,2
Chemistry,Computer science,5
Materials science,Materials science,27
Materials science,Chemistry,2
Materials science,Computer science,2
Materials science,Environmental science,1
Materials science,Materials science,26
Materials science,Engineering,1
Materials science,Computer science,5
Materials science,null,2
Business,Computer science,23
Business,Business,23
Business,Public administration,1
Business,Political science,3
Business,Psychology,3
Business,Environmental economics,1
Business,Medicine,1
Business,Environmental science,3
Materials science,Materials science,35
Materials science,Computer science,5
Materials science,Mathematics,3
Materials science,Physics,1
Computer science,Computer science,44
Computer science,Business,16
Computer science,Psychology,1
Computer science,Sociology,1
Materials science,Materials science,20
Materials science,Computer science,24
Materials science,Biology,1
Materials science,null,1
Materials science,Geology,1
Materials science,Environmental science,1
Materials science,Computational physics,1
Materials science,Chemistry,1
Materials science,Medicine,1
Materials science,Physics,1
Engineering,Materials science,9
Engineering,Engineering,3
Engineering,Environmental science,4
Engineering,Computer science,3
Materials science,Materials science,47
Materials science,Engineering,1
Materials science,Computer science,5
Chemistry,Chemistry,64
Chemistry,Environmental science,1
Chemistry,Materials science,1
Chemistry,Chemistry,53
Chemistry,Materials science,12
Biology,Biology,24
Biology,Medicine,1
Biology,Geography,1
Biology,Business,1
Biology,Chemistry,4
Biology,Biology,36
Biology,Medicine,4
Biology,Computer science,1
Biology,Chemistry,2
Biology,Calibration,1
Computer science,Computer science,16
Computer science,Mathematics,1
Computer science,Electrical engineering,1
Computer science,Engineering,1
Computer science,Computer science,9
Computer science,Environmental science,4
Computer science,Computer science,18
Computer science,Materials science,3
Computer science,Physics,4
Computer science,Mathematics,2
Computer science,Computer science,13
Biology,Biology,31
Biology,Business,1
Biology,Chemistry,1
Biology,Environmental science,1
Biology,Computer science,3
Chemistry,Biology,10
Chemistry,Chemistry,26
Chemistry,Environmental science,4
Chemistry,Business,2
Chemistry,Engineering,1
Business,Biology,3
Business,Environmental science,8
Business,Business,2
Business,Geography,2
Materials science,Materials science,33
Materials science,Chemistry,1
Materials science,Physics,1
Materials science,Mathematics,1
Materials science,Computer science,2
Biology,Chemistry,9
Biology,Biology,11
Chemistry,Biology,7
Chemistry,Chemistry,46
Chemistry,Environmental science,1
Chemistry,Business,3
Chemistry,Political science,1
Chemistry,Astrobiology,1
Engineering,Environmental science,19
Engineering,Business,20
Engineering,Computer science,2
Engineering,Chemistry,1
Engineering,Fragmentation (computing),1
Engineering,Engineering,1
Environmental science,Environmental science,2
Environmental science,Geology,8
Environmental science,Chemistry,15
Environmental science,Medicine,1
Computer science,Materials science,10
Computer science,Computer science,12
Computer science,Automotive engineering,1
Computer science,Chemistry,1
Computer science,Engineering,2
Computer science,Mathematics,1
Computer science,Environmental science,3
Computer science,Business,1
Computer science,Physics,1
Computer science,Aerospace engineering,1
Business,Computer science,13
Business,Chemistry,2
Business,Business,34
Business,Environmental science,11
Business,Engineering,4
Chemistry,Chemistry,44
Chemistry,Environmental science,2
Chemistry,Biology,3
Chemistry,Materials science,1
Business,Biology,37
Business,Economics,1
Business,Ecology,1
Business,Environmental science,9
Business,Computer science,2
Business,Business,2
Business,Geography,1
Environmental science,Environmental science,14
Environmental science,Computer science,14
Environmental science,Engineering,4
Environmental science,Physics,2
Environmental science,Materials science,4
Environmental science,Marine engineering,2
Environmental science,Aerospace engineering,1
Environmental science,Chemistry,1
Materials science,Materials science,31
Materials science,Physics,3
Materials science,Chemistry,2
Chemistry,Chemistry,28
Chemistry,Materials science,8
Chemistry,Biology,3
Chemistry,Medicine,4
Chemistry,Computer science,2
Chemistry,Nanotechnology,1
Materials science,Materials science,21
Biology,Biology,59
Biology,Chemistry,4
Biology,Environmental science,3
Biology,Geography,2
Biology,null,1
Chemistry,Biology,59
Chemistry,Chemistry,43
Chemistry,Medicine,7
Chemistry,Computer science,7
Chemistry,Physics,2
Chemistry,Materials science,1
Computer science,Computer science,3
Computer science,Materials science,8
Computer science,Mathematics,1
Materials science,Materials science,32
Materials science,Computer science,5
Materials science,Engineering,3
Materials science,Art,1
Materials science,Mathematics,1
Materials science,Chemistry,6
Materials science,Business,2
Materials science,Materials science,28
Materials science,Environmental science,1
Materials science,Mathematics,1
Materials science,Computer science,1
Computer science,Computer science,33
Computer science,Mathematics,1
Computer science,Computer science,21
Materials science,Materials science,23
Materials science,Optics,1
Materials science,Computer science,8
Materials science,Physics,2
Computer science,Computer science,7
Computer science,Materials science,3
Computer science,Business,1
Computer science,Computer science,41
Materials science,Materials science,92
Materials science,Chemistry,29
Materials science,Materials science,50
Materials science,Mathematics,2
Materials science,Computer science,8
Materials science,Chemistry,1
Materials science,Environmental science,1
Computer science,Computer science,35
Computer science,Geology,5
Computer science,Engineering,9
Computer science,Mathematics,2
Computer science,Structural engineering,3
Computer science,Mechanics,1
Physics,Physics,6
Physics,Computer science,2
Chemistry,Physics,3
Chemistry,Chemistry,32
Chemistry,Mathematics,2
Materials science,Materials science,17
Materials science,Chemistry,15
Computer science,Computer science,1
Chemistry,Chemistry,33
Chemistry,Environmental science,1
Chemistry,Materials science,1
Biology,Biology,23
Biology,Environmental science,10
Biology,Ecology,1
Biology,Economics,1
Biology,Business,5
Biology,Computer science,9
Biology,Geography,2
Biology,Environmental planning,1
Biology,Biology,47
Biology,Medicine,15
Biology,Computer science,3
Biology,Mathematics,1
Business,Computer science,6
Business,Economics,1
Business,Business,9
Computer science,Computer science,1
Environmental science,Economics,1
Environmental science,Business,15
Environmental science,Computer science,16
Environmental science,Environmental science,13
Environmental science,Biology,5
Environmental science,Geography,3
Environmental science,Fishery,1
Environmental science,Materials science,20
Environmental science,Chemistry,4
Environmental science,null,1
Environmental science,Environmental science,9
Environmental science,Business,1
Environmental science,Engineering,1
Environmental science,Psychology,1
Environmental science,Computer science,1
Computer science,Computer science,17
Computer science,Computer science,7
Computer science,Computer science,15
Computer science,Materials science,3
Computer science,Computer science,9
Computer science,Computer science,21
Computer science,Business,2
Computer science,Computer science,9
Computer science,Business,1
Computer science,Computer science,33
Computer science,Business,3
Computer science,Computer science,9
Computer science,Materials science,6
Computer science,Physics,1
Computer science,Computer science,9
Computer science,Materials science,2
Materials science,Computer science,8
Materials science,Economics,3
Materials science,Materials science,3
Materials science,Environmental science,8
Computer science,Computer science,70
Computer science,Computer science,6
Chemistry,Chemistry,63
Chemistry,Environmental science,7
Chemistry,Business,2
Chemistry,Materials science,1
Geology,Geology,1
Geology,Chemistry,19
Geology,Materials science,1
Geology,Mathematics,1
Geology,Environmental science,1
Geology,Computer science,4
Computer science,Computer science,66
Computer science,Mathematics,2
Computer science,Materials science,5
Computer science,Physics,2
Computer science,Medicine,3
Chemistry,Chemistry,14
Chemistry,Materials science,28
Chemistry,Biology,1
Chemistry,Jörg,1
Computer science,Business,7
Computer science,Computer science,17
Computer science,Environmental science,1
Chemistry,Biology,36
Chemistry,Physics,4
Chemistry,Computer science,4
Chemistry,Political science,1
Chemistry,Environmental science,1
Chemistry,Chemistry,3
Chemistry,Materials science,1
Materials science,Materials science,27
Materials science,Chemistry,11
Materials science,Computer science,5
Materials science,null,1
Materials science,Physics,3
Computer science,Computer science,19
Computer science,Engineering,2
Computer science,Materials science,1
Computer science,Computer science,13
Computer science,Electrical engineering,1
Computer science,Materials science,1
Materials science,Computer science,6
Materials science,Materials science,4
Materials science,Mathematics,1
Business,Business,58
Business,Environmental science,2
Business,Psychology,8
Business,Computer science,10
Business,Economics,4
Business,Materials science,1
Business,Political science,2
Business,Geography,1
Business,Diffusion,1
Business,Photovoltaic system,1
Business,Sociology,1
Computer science,Computer science,3
Computer science,Biology,2
Computer science,Chemistry,1
Biology,Chemistry,71
Biology,Biology,9
Biology,Computer science,1
Biology,Materials science,1
Computer science,Materials science,62
Computer science,Business,1
Computer science,Computer science,21
Computer science,Chemistry,28
Computer science,Biomedical engineering,1
Computer science,Geology,1
Computer science,Medicine,2
Computer science,Biology,4
Computer science,Engineering,1
Computer science,Physics,1
Materials science,Materials science,37
Materials science,Chemistry,9
Biology,Medicine,3
Biology,Chemistry,12
Biology,Biology,15
Biology,Business,3
Biology,Psychology,1
Biology,Environmental science,5
Biology,Environmental health,1
Biology,Geography,1
Business,Chemistry,52
Business,Engineering,3
Business,Biology,3
Business,Business,3
Business,Computer science,6
Business,Biochemical engineering,2
Business,Environmental science,4
Business,Biomanufacturing,1
Materials science,Materials science,34
Materials science,Chemistry,3
Materials science,Computer science,11
Materials science,Materials science,55
Materials science,Environmental science,3
Chemistry,Materials science,12
Chemistry,Chemistry,20
Chemistry,Physics,1
Chemistry,Computer science,1
Mathematics,Computer science,5
Mathematics,Physics,17
Mathematics,Mathematics,13
Mathematics,Geology,3
Mathematics,null,1
Computer science,Computer science,28
Computer science,Business,2
Computer science,Inertia,1
Computer science,null,2
Computer science,Mathematics,1
Computer science,Economics,1
Materials science,Business,2
Materials science,Materials science,1
Computer science,Computer science,53
Computer science,Mathematics,1
Computer science,Computer science,18
Materials science,Computer science,10
Materials science,Materials science,12
Materials science,Engineering,3
Materials science,Physics,2
Materials science,Mathematics,5
Chemistry,Biology,31
Chemistry,Chemistry,19
Chemistry,Engineering,1
Chemistry,Chemistry,39
Chemistry,Environmental science,3
Chemistry,Materials science,8
Chemistry,Computer science,2
Chemistry,Physics,3
Biology,Biology,37
Biology,Computer science,2
Biology,Medicine,3
Biology,Biology,38
Biology,Computer science,1
Biology,Chemistry,4
Biology,Biology,104
Biology,Chemistry,84
Biology,Art,2
Biology,Philosophy,1
Biology,Toxicology,1
Biology,Geography,1
Biology,Business,1
Mathematics,Mathematics,9
Mathematics,Computer science,1
Computer science,Computer science,11
Computer science,Chemistry,19
Computer science,Business,1
Computer science,Environmental science,3
Chemistry,Chemistry,31
Chemistry,Biology,2
Chemistry,Environmental science,1
Chemistry,Chemistry,46
Chemistry,Environmental science,1
Chemistry,Materials science,3
Chemistry,Chemistry,161
Chemistry,Geology,6
Chemistry,Materials science,11
Chemistry,Thermodynamics,2
Chemistry,Environmental science,9
Chemistry,Physics,3
Chemistry,Computer science,2
Chemistry,Art,1
Chemistry,null,1
Chemistry,Mathematics,1
Chemistry,Chemistry,24
Chemistry,Environmental science,2
Chemistry,Materials science,3
Biology,Biology,19
Biology,Environmental science,2
Biology,Medicine,5
Biology,Business,1
Chemistry,Chemistry,52
Chemistry,null,2
Chemistry,Biology,6
Chemistry,Environmental science,2
Chemistry,Computer science,1
Environmental science,Environmental science,4
Environmental science,Medicine,7
Environmental science,Computer science,1
Environmental science,Chemistry,1
Materials science,Materials science,10
Materials science,Environmental science,1
Materials science,Mechanics,1
Materials science,Geology,4
Materials science,Physics,2
Materials science,Engineering,13
Materials science,Ballast,1
Materials science,Computer science,7
Materials science,Geotechnical engineering,1
Materials science,Mathematics,2
Materials science,Acoustics,1
Biology,Chemistry,19
Biology,Biology,19
Biology,Computer science,1
Materials science,Physics,14
Materials science,Materials science,19
Materials science,Computer science,3
Materials science,Mathematics,1
Chemistry,Chemistry,32
Chemistry,Materials science,8
Computer science,Computer science,37
Computer science,Business,1
Materials science,Chemistry,15
Materials science,Materials science,22
Materials science,Physics,1
Biology,Biology,7
Biology,Computer science,6
Chemistry,Materials science,14
Chemistry,Chemistry,6
Chemistry,Computer science,2
Chemistry,Physics,1
Biology,Biology,8
Biology,Chemistry,1
Materials science,Chemistry,14
Materials science,Materials science,19
Materials science,null,1
Materials science,Medicine,1
Chemistry,Chemistry,47
Chemistry,Materials science,4
Chemistry,Physics,5
Chemistry,Geology,1
Chemistry,Environmental science,6
Chemistry,Mathematics,1
Chemistry,Chemistry,28
Chemistry,Biology,8
,Computer science,24
,Geography,16
,Economic geography,1
,Medicine,9
,Business,2
,Sociology,3
,Mathematics,2
,Physics,3
,Art,1
,Biology,2
,Environmental science,1
,Economics,2
,Psychology,1
,Statistical physics,1
,Chemistry,2
,Philosophy,1
Chemistry,Computer science,6
Chemistry,Biology,7
Chemistry,Environmental science,1
Chemistry,Chemistry,17
Chemistry,Business,1
Chemistry,Chemistry,21
Chemistry,Biology,18
Chemistry,Computer science,1
Medicine,Computer science,10
Medicine,Biology,30
Medicine,Medicine,19
Medicine,Chemistry,1
Medicine,Psychology,1
Medicine,Dynamics (music),1
Business,Business,3
Biology,Chemistry,22
Biology,Biology,22
Biology,null,1
Environmental science,Environmental science,18
Environmental science,Geology,23
Environmental science,Geography,3
Environmental science,Computer science,1
Computer science,Environmental science,1
Computer science,Computer science,13
Computer science,Economics,1
Business,Mathematics,1
Business,Computer science,9
Business,Business,15
Business,Economics,6
Business,Environmental science,1
Chemistry,Chemistry,63
Chemistry,Materials science,5
Materials science,Chemistry,5
Materials science,Materials science,22
Materials science,Physics,11
Materials science,Materials science,7
Materials science,Environmental science,1
Materials science,Computer science,3
Materials science,Chemistry,1
Materials science,Biology,1
Materials science,Materials science,26
Materials science,Computer science,2
Materials science,Physics,1
Biology,Environmental science,2
Biology,Biology,9
Biology,Geology,1
Biology,Physics,1
Biology,Mathematics,1
Chemistry,Environmental science,1
Chemistry,Chemistry,10
Chemistry,Materials science,1
Chemistry,Computer science,1
Chemistry,Chemistry,56
Chemistry,Materials science,4
Chemistry,Biology,23
Materials science,Materials science,3
Materials science,Materials science,4
Materials science,Materials science,7
Materials science,Environmental science,1
Materials science,Computer science,1
Materials science,Chemistry,1
Environmental science,Computer science,1
Environmental science,Environmental science,3
Chemistry,Chemistry,23
Chemistry,Environmental science,1
Chemistry,null,1
Chemistry,Biology,105
Chemistry,Chemistry,61
Chemistry,Clan,2
Chemistry,Medicine,1
Chemistry,Materials science,6
Chemistry,Business,5
Materials science,Materials science,18
Materials science,Chemistry,5
Chemistry,Materials science,66
Chemistry,Chemistry,17
Chemistry,Computer science,2
Geology,Computer science,18
Geology,Environmental science,4
Geology,Physics,4
Geology,Geology,4
Geology,Mathematics,3
Geology,Marine engineering,4
Geology,Engineering,1
Materials science,Materials science,12
Materials science,Engineering,1
Environmental science,Biology,23
Environmental science,Ecology,1
Environmental science,Environmental science,10
Environmental science,Political science,1
Environmental science,Geography,4
Environmental science,Business,2
Environmental science,Psychology,1
Environmental science,Computer science,1
Materials science,Chemistry,10
Materials science,Materials science,49
Computer science,Computer science,12
Computer science,Business,1
Materials science,Computer science,8
Materials science,Materials science,43
Materials science,Environmental science,1
Materials science,Mathematics,2
Materials science,Chemistry,1
Chemistry,Chemistry,27
Chemistry,Materials science,5
Computer science,Computer science,24
Computer science,Business,2
Computer science,Economics,1
Environmental science,Environmental science,15
Environmental science,Computer science,5
Environmental science,Business,6
Environmental science,Engineering,2
Computer science,Computer science,13
Computer science,Automotive engineering,1
Computer science,Mechanics,1
Computer science,Environmental science,2
Computer science,Marine engineering,1
Chemistry,Materials science,4
Chemistry,Chemistry,28
Chemistry,null,1
Chemistry,Environmental science,2
Chemistry,Physics,1
Chemistry,Computer science,1
Chemistry,Chemistry,32
Chemistry,Medicine,3
Chemistry,Materials science,4
Chemistry,Biology,1
Biology,Biology,54
Biology,Environmental science,4
Biology,Computer science,2
Biology,Medicine,1
Biology,Biology,25
Biology,Medicine,1
Biology,Chemistry,9
Biology,History,1
Biology,Materials science,1
Biology,Art,1
Chemistry,Physics,2
Chemistry,Chemistry,17
Chemistry,Environmental science,2
Chemistry,Materials science,8
Chemistry,Computer science,7
Chemistry,Business,1
Biology,Chemistry,12
Biology,Biology,19
Biology,Computer science,2
Biology,Medicine,2
Biology,Business,2
Biology,Biology,23
Biology,Computer science,21
Biology,Risk analysis (engineering),1
Biology,Medicine,2
Biology,Chemistry,1
Biology,Risk assessment,1
Biology,Environmental science,1
Biology,Food science,1
Biology,Mathematics,1
Computer science,Computer science,21
Computer science,Mathematics,1
Materials science,Materials science,36
Materials science,Mathematics,1
Chemistry,Geology,13
Chemistry,Environmental science,20
Chemistry,Chemistry,34
Chemistry,Materials science,3
Chemistry,Thermodynamics,1
Chemistry,Computer science,1
Chemistry,Petroleum engineering,1
Biology,Biology,21
Biology,Computer science,1
Biology,Geography,2
Biology,Basic reproduction number,1
Computer science,Computer science,6
Biology,null,1
Biology,Biology,58
Biology,Computer science,10
Biology,Chemistry,2
Computer science,Materials science,3
Computer science,Computer science,1
Materials science,Materials science,33
Materials science,Physics,3
Materials science,Computer science,1
Materials science,Chemistry,1
Materials science,Materials science,22
Materials science,Computer science,17
Materials science,null,2
Materials science,Mathematics,3
Materials science,Physics,3
Chemistry,Chemistry,10
Chemistry,Biology,4
Biology,Biology,55
Biology,Chemistry,1
Biology,Medicine,14
Biology,Allele,1
Biology,Computer science,1
Biology,Art,1
Business,Computer science,15
Business,Environmental science,5
Business,Business,18
Business,Biology,7
Business,Mathematics,2
Materials science,Materials science,25
